year,state_po,candidate,party,candidatevotes,totalvotes
2000,VA,"Nader, Ralph",green,59398,2739447
2000,VA,"Browne, Harry",libertarian,15198,2739447
2000,VA,"Buchanan, Patrick """"Pat""""",reform party,5455,2739447
2000,VA,,,2807,2739447
2000,VA,"Phillips, Howard",conservative,1809,2739447
2000,WA,"Gore, Al",democrat,1247652,2487433
2000,WA,"Bush, George W.",republican,1108864,2487433
2000,WA,"Nader, Ralph",green,103002,2487433
2000,WA,"Browne, Harry",libertarian,13135,2487433
2000,WA,"Buchanan, Patrick """"Pat""""",freedom,7171,2487433
2000,WA,"Hagelin, John",natural law,2927,2487433
2000,WA,"Phillips, Howard",constitution party,1989,2487433
2000,WA,"Moorehead, Monica",workers world,1729,2487433
2000,WA,"McReynolds, David",socialist,660,2487433
2000,WA,"Harris, James",socialist workers,304,2487433
2000,WV,"Bush, George W.",republican,336475,648124
2000,WV,"Gore, Al",democrat,295497,648124
2000,WV,"Nader, Ralph",green,10680,648124
2000,WV,"Buchanan, Patrick """"Pat""""",reform party,3169,648124
2000,WV,"Browne, Harry",libertarian,1912,648124
2000,WV,"Hagelin, John",natural law,367,648124
2000,WV,,,24,648124
2000,WI,"Gore, Al",democrat,1242987,2598607
2000,WI,"Bush, George W.",republican,1237279,2598607
2000,WI,"Nader, Ralph",green,94070,2598607
2000,WI,,independent,13693,2598607
2000,WI,"Browne, Harry",libertarian,6640,2598607
2000,WI,,constitution party,2042,2598607
2000,WI,Scattering,,1896,2598607
2000,WY,"Bush, George W.",republican,147947,213726
2000,WY,"Gore, Al",democrat,60481,213726
2000,WY,"Buchanan, Patrick """"Pat""""",reform party,2724,213726
2000,WY,"Browne, Harry",libertarian,1443,213726
2000,WY,"Phillips, Howard",independent,720,213726
2000,WY,"Hagelin, John",natural law,411,213726
2004,AL,"Bush, George W.",republican,1176394,1883415
2004,AL,"Kerry, John",democrat,693933,1883415
2004,AL,Other,independent,12190,1883415
2004,AL,Other,,898,1883415
2004,AK,"Bush, George W.",republican,190889,312598
2004,AK,"Kerry, John",democrat,111025,312598
2004,AK,"Nader, Ralph",populist,5069,312598
2004,AK,"Peroutka, Michael",alaskan independence party,2092,312598
2004,AK,"Badnarik, Michael",libertarian,1675,312598
2004,AK,"Cobb, David",green,1058,312598
2004,AK,Other,,790,312598
2004,AZ,"Bush, George W.",republican,1104294,2012585
2004,AZ,"Kerry, John",democrat,893524,2012585
2004,AZ,"Badnarik, Michael",libertarian,11856,2012585
2004,AZ,Other,,2911,2012585
2004,AR,"Bush, George W.",republican,572898,1054945
2004,AR,"Kerry, John",democrat,469953,1054945
2004,AR,"Nader, Ralph",populist,6171,1054945
2004,AR,"Badnarik, Michael",libertarian,2352,1054945
2004,AR,"Peroutka, Michael",constitution party,2083,1054945
2004,AR,"Cobb, David",green,1488,1054945
2004,CA,"Kerry, John",democrat,6745485,12421353
2004,CA,"Bush, George W.",republican,5509826,12421353
2004,CA,"Badnarik, Michael",libertarian,50165,12421353
2004,CA,"Cobb, David",green,40771,12421353
2004,CA,"Peltier, Leonard",peace & freedom,27607,12421353
2004,CA,"Peroutka, Michael",american independent party,26645,12421353
2004,CA,Other,,20854,12421353
2004,CO,"Bush, George W.",republican,1101255,2129630
2004,CO,"Kerry, John",democrat,1001732,2129630
2004,CO,"Nader, Ralph",reform party,12718,2129630
2004,CO,"Badnarik, Michael",libertarian,7664,2129630
2004,CO,"Peroutka, Michael",american constitution party,2562,2129630
2004,CO,"Cobb, David",green,1591,2129630
2004,CO,"Andress, Stanford",unaffiliated,804,2129630
2004,CO,"Amondson, Gene",concerns of people,378,2129630
2004,CO,"Van Auken, Bill",socialist equality party,329,2129630
2004,CO,"Calero, Roger",socialist workers,241,2129630
2004,CO,"Brown, Walt",socialist,216,2129630
2004,CO,"Dodge, Earl",prohibition,140,2129630
2004,CT,"Kerry, John",democrat,857488,1578769
2004,CT,"Bush, George W.",republican,693826,1578769
2004,CT,"Nader, Ralph",petitioning candidate,12969,1578769
2004,CT,"Cobb, David",green,9564,1578769
2004,CT,"Badnarik, Michael",libertarian,3367,1578769
2004,CT,"Peroutka, Michael",concerned citizens,1543,1578769
2004,CT,"Calero, Roger",socialist workers,12,1578769
2004,DE,"Kerry, John",democrat,200152,375190
2004,DE,"Bush, George W.",republican,171660,375190
2004,DE,"Nader, Ralph",independent,2153,375190
2004,DE,"Badnarik, Michael",libertarian,586,375190
2004,DE,"Peroutka, Michael",constitution party,289,375190
2004,DE,"Cobb, David",green,250,375190
2004,DE,"Brown, Walt",natural law,100,375190
2004,DC,"Kerry, John",democrat,202970,227586
2004,DC,"Bush, George W.",republican,21256,227586
2004,DC,"Nader, Ralph",independent,1485,227586
2004,DC,"Cobb, David",d.c. statehood green,737,227586
2004,DC,Others,,506,227586
2004,DC,"Badnarik, Michael",libertarian,502,227586
2004,DC,"Calero, Roger",socialist workers,130,227586
2004,FL,"Bush, George W.",republican,3964522,7609810
2004,FL,"Kerry, John",democrat,3583544,7609810
2004,FL,"Nader, Ralph",reform party,32971,7609810
2004,FL,"Badnarik, Michael",libertarian,11996,7609810
2004,FL,"Peroutka, Michael",constitution party of florida,6626,7609810
2004,FL,"Cobb, David",green,3917,7609810
2004,FL,"Brown, Walt",socialist party of florida,3502,7609810
2004,FL,"Calero, Roger",socialist workers,2732,7609810
2004,GA,"Bush, George W.",republican,1914254,3301875
2004,GA,"Kerry, John",democrat,1366149,3301875
2004,GA,"Badnarik, Michael",libertarian,18387,3301875
2004,GA,Other,,3085,3301875
2004,HI,"Kerry, John",democrat,231708,429013
2004,HI,"Bush, George W.",republican,194191,429013
2004,HI,"Cobb, David",green,1737,429013
2004,HI,"Badnarik, Michael",libertarian,1377,429013
2004,ID,"Bush, George W.",republican,409235,598376
2004,ID,"Kerry, John",democrat,181098,598376
2004,ID,"Badnarik, Michael",libertarian,3844,598376
2004,ID,"Peroutka, Michael",constitution party,3084,598376
2004,ID,"Nader, Ralph",independent,1115,598376
2004,IL,"Kerry, John",democrat,2891550,5274322
2004,IL,"Bush, George W.",republican,2345946,5274322
2004,IL,"Badnarik, Michael",libertarian,32442,5274322
2004,IL,Other,,4384,5274322
2004,IN,"Bush, George W.",republican,1479438,2468002
2004,IN,"Kerry, John",democrat,969011,2468002
2004,IN,"Badnarik, Michael",libertarian,18058,2468002
2004,IN,Other,,1495,2468002
2004,IA,"Bush, George W.",republican,751957,1506908
2004,IA,"Kerry, John",democrat,741898,1506908
2004,IA,Other,,6149,1506908
2004,IA,"Badnarik, Michael",libertarian,2992,1506908
2004,IA,"Peroutka, Michael",constitution party,1304,1506908
2004,IA,"Cobb, David",green,1141,1506908
2004,IA,Other,,1094,1506908
2004,IA,"Calero, Roger",socialist workers,373,1506908
2004,KS,"Bush, George W.",republican,736456,1187756
2004,KS,"Kerry, John",democrat,434993,1187756
2004,KS,"Nader, Ralph",reform party,9348,1187756
2004,KS,"Badnarik, Michael",libertarian,4013,1187756
2004,KS,"Peroutka, Michael",independent,2899,1187756
2004,KS,Other,,47,1187756
2004,KY,"Bush, George W.",republican,1069439,1795882
2004,KY,"Kerry, John",democrat,712733,1795882
2004,KY,"Nader, Ralph",independent,8856,1795882
2004,KY,"Badnarik, Michael",libertarian,2619,1795882
2004,KY,"Peroutka, Michael",constitution party,2213,1795882
2004,KY,Other,,22,1795882
2004,LA,"Bush, George W.",republican,1102169,1943106
2004,LA,"Kerry, John",democrat,820299,1943106
2004,LA,"Nader, Ralph",independent,7032,1943106
2004,LA,"Peroutka, Michael",constitution party,5203,1943106
2004,LA,"Badnarik, Michael",libertarian,2781,1943106
2004,LA,"Brown, Walt",protecting working families,1795,1943106
2004,LA,"Amondson, Gene",prohibition,1566,1943106
2004,LA,"Cobb, David",green,1276,1943106
2004,LA,"Calero, Roger",socialist,985,1943106
2004,ME,"Kerry, John",democrat,396842,740752
2004,ME,"Bush, George W.",republican,330201,740752
2004,ME,"The Better Life,",independent,8069,740752
2004,ME,"Cobb, David",green,2936,740752
2004,ME,"Badnarik, Michael",libertarian,1965,740752
2004,ME,"Peroutka, Michael",constitution party,735,740752
2004,ME,Blank Vote/Scattering,,4,740752
2004,MD,"Kerry, John",democrat,1334493,2384238
2004,MD,"Bush, George W.",republican,1024703,2384238
2004,MD,"Nader, Ralph",populist,11854,2384238
2004,MD,"Badnarik, Michael",libertarian,6094,2384238
2004,MD,"Cobb, David",green,3632,2384238
2004,MD,"Peroutka, Michael",constitution party,3421,2384238
2004,MD,Other,unaffiliated,34,2384238
2004,MD,Other,democrat,7,2384238
2004,MA,"Kerry, John",democrat,1803800,2927455
2004,MA,"Bush, George W.",republican,1071109,2927455
2004,MA,Blank Vote/Scattering,,15067,2927455
2004,MA,"Badnarik, Michael",libertarian,15022,2927455
2004,MA,"Cobb, David",green-rainbow,10623,2927455
2004,MA,Other,,7028,2927455
2004,MA,"Nader, Ralph",independent,4806,2927455
2004,MI,"Kerry, John",democrat,2479183,4839252
2004,MI,"Bush, George W.",republican,2313746,4839252
2004,MI,"Nader, Ralph",no party affiliation,24035,4839252
2004,MI,"Badnarik, Michael",libertarian,10552,4839252
2004,MI,"Cobb, David",green,5325,4839252
2004,MI,"Peroutka, Michael",u.s. taxpayers party,4980,4839252
2004,MI,"Brown, Walt",natural law,1431,4839252
2004,MN,"Kerry, John",democratic-farmer-labor,1445014,2828387
2004,MN,"Bush, George W.",republican,1346695,2828387
2004,MN,"Nader, Ralph",better life,18683,2828387
2004,MN,"Badnarik, Michael",libertarian,4639,2828387
2004,MN,"Cobb, David",green,4408,2828387
2004,MN,"Peroutka, Michael",constitution party,3074,2828387
2004,MN,Other,,2532,2828387
2004,MN,"Harens, Thomas",christian freedom party,2387,2828387
2004,MN,"Van Auken, Bill",socialist equality party,539,2828387
2004,MN,"Calero, Roger",socialist workers,416,2828387
2004,MS,"Bush, George W.",republican,672660,1139824
2004,MS,"Kerry, John",democrat,457766,1139824
2004,MS,"Nader, Ralph",reform party,3175,1139824
2004,MS,"Badnarik, Michael",libertarian,1793,1139824
2004,MS,"Peroutka, Michael",constitution party,1758,1139824
2004,MS,"Calero, Roger",independent,1599,1139824
2004,MS,"Cobb, David",green,1073,1139824
2004,MO,"Bush, George W.",republican,1455713,2731364
2004,MO,"Kerry, John",democrat,1259171,2731364
2004,MO,"Badnarik, Michael",libertarian,9831,2731364
2004,MO,"Peroutka, Michael",constitution party,5355,2731364
2004,MO,"Nader, Ralph",independent,1294,2731364
2004,MT,"Bush, George W.",republican,266063,450434
2004,MT,"Kerry, John",democrat,173710,450434
2004,MT,"Nader, Ralph",independent,6168,450434
2004,MT,"Peroutka, Michael",constitution party,1764,450434
2004,MT,"Badnarik, Michael",libertarian,1733,450434
2004,MT,"Cobb, David",green,996,450434
2004,NE,"Bush, George W.",republican,512814,778186
2004,NE,"Kerry, John",democrat,254328,778186
2004,NE,"Nader, Ralph",reform party,5780,778186
2004,NE,"Badnarik, Michael",libertarian,2041,778186
2004,NE,Other,nebraska party,1314,778186
2004,NE,"Cobb, David",green,978,778186
2004,NE,Other,,931,778186
2004,NV,"Bush, George W.",republican,418690,829587
2004,NV,"Kerry, John",democrat,397190,829587
2004,NV,"Nader, Ralph",independent,4838,829587
2004,NV,Other,,3688,829587
2004,NV,"Badnarik, Michael",libertarian,3176,829587
2004,NV,"Peroutka, Michael",independent american,1152,829587
2004,NV,"Cobb, David",green,853,829587
2004,NH,"Kerry, John",democrat,340511,678287
2004,NH,"Bush, George W.",republican,331237,678287
2004,NH,"Nader, Ralph",independent,4479,678287
2004,NH,Other,,1095,678287
2004,NH,Other,,965,678287
2004,NJ,"Kerry, John",democrat,1911430,3611691
2004,NJ,"Bush, George W.",republican,1670003,3611691
2004,NJ,Other,independent,30258,3611691
2004,NM,"Bush, George W.",republican,376930,756304
2004,NM,"Kerry, John",democrat,370942,756304
2004,NM,"Nader, Ralph",independent,4053,756304
2004,NM,"Badnarik, Michael",libertarian,2382,756304
2004,NM,"Cobb, David",green,1226,756304
2004,NM,"Peroutka, Michael",constitution party,771,756304
2004,NY,"Kerry, John",democrat,4180755,7448266
2004,NY,"Bush, George W.",republican,2806993,7448266
2004,NY,"Bush, George W.",conservative,155574,7448266
2004,NY,"Kerry, John",working families,133525,7448266
2004,NY,"Nader, Ralph",independence,84247,7448266
2004,NY,Blank Vote/Scattering,,57230,7448266
2004,NY,"Nader, Ralph",peace and justice,15626,7448266
2004,NY,"Badnarik, Michael",libertarian,11607,7448266
2004,NY,"Calero, Roger",socialist workers,2405,7448266
2004,NY,Other,,304,7448266
2004,NC,"Bush, George W.",republican,1961166,3501007
2004,NC,"Kerry, John",democrat,1525849,3501007
2004,NC,"Badnarik, Michael",libertarian,11731,3501007
2004,NC,Other,unaffiliated,2261,3501007
2004,ND,"Bush, George W.",republican,196651,312833
2004,ND,"Kerry, John",democrat,111052,312833
2004,ND,"Nader, Ralph",independent,3756,312833
2004,ND,"Badnarik, Michael",libertarian,851,312833
2004,ND,"Peroutka, Michael",constitution party,514,312833
2004,ND,Other,,9,312833
2004,OH,"Bush, George W.",republican,2859764,5627903
2004,OH,"Kerry, John",democrat,2741165,5627903
2004,OH,Other,,26616,5627903
2004,OH,Other,,358,5627903
2004,OK,"Bush, George W.",republican,959792,1463758
2004,OK,"Kerry, John",democrat,503966,1463758
2004,OR,"Kerry, John",democrat,943163,1836782
2004,OR,"Bush, George W.",republican,866831,1836782
2004,OR,Other,,8956,1836782
2004,OR,"Badnarik, Michael",libertarian,7260,1836782
2004,OR,"Cobb, David",pacific green,5315,1836782
2004,OR,"Peroutka, Michael",constitution party,5257,1836782
2004,PA,"Kerry, John",democrat,2938095,5769590
2004,PA,"Bush, George W.",republican,2793847,5769590
2004,PA,"Badnarik, Michael",libertarian,21185,5769590
2004,PA,"Cobb, David",green,6319,5769590
2004,PA,"Peroutka, Michael",constitution party,6318,5769590
2004,PA,"Independent Party Candidate,",independent,2656,5769590
2004,PA,Blank Vote/Scattering,,1170,5769590
2004,RI,"Kerry, John",democrat,259760,437134
2004,RI,"Bush, George W.",republican,169046,437134
2004,RI,"Nader, Ralph",reform party,4651,437134
2004,RI,"Cobb, David",green,1333,437134
2004,RI,"Badnarik, Michael",libertarian,907,437134
2004,RI,Nonpartisan,nonpartisan,845,437134
2004,RI,"Peroutka, Michael",constitution party,339,437134
2004,RI,Workers World,workers world,253,437134
2004,SC,"Bush, George W.",republican,937974,1617700
2004,SC,"Kerry, John",democrat,661669,1617700
2004,SC,"Nader, Ralph",independence,5520,1617700
2004,SC,"Peroutka, Michael",constitution party,5317,1617700
2004,SC,"Badnarik, Michael",libertarian,3608,1617700
2004,SC,"Brown, Walt",united citizens,2124,1617700
2004,SC,"Cobb, David",green,1488,1617700
2004,SD,"Bush, George W.",republican,232584,388215
2004,SD,"Kerry, John",democrat,149244,388215
2004,SD,"Nader, Ralph",independent,4320,388215
2004,SD,"Peroutka, Michael",constitution party,1103,388215
2004,SD,"Badnarik, Michael",libertarian,964,388215
2004,TN,"Bush, George W.",republican,1384375,2437319
2004,TN,"Kerry, John",democrat,1036477,2437319
2004,TN,Other,independent,16428,2437319
2004,TN,Other,,39,2437319
2004,TX,"Bush, George W.",republican,4526917,7410749
2004,TX,"Kerry, John",democrat,2832704,7410749
2004,TX,"Badnarik, Michael",libertarian,38787,7410749
2004,TX,Other,,12341,7410749
2004,UT,"Bush, George W.",republican,663742,927844
2004,UT,"Kerry, John",democrat,241199,927844
2004,UT,"Nader, Ralph",unaffiliated,11305,927844
2004,UT,"Peroutka, Michael",constitution party,6841,927844
2004,UT,"Badnarik, Michael",libertarian,3375,927844
2004,UT,"Jay, Charles",personal choice,946,927844
2004,UT,"Calero, Roger",socialist workers,393,927844
2004,UT,Other,,43,927844
2004,VT,"Kerry, John",democrat,184067,312309
2004,VT,"Bush, George W.",republican,121180,312309
2004,VT,"Nader, Ralph",independent,4494,312309
2004,VT,"Badnarik, Michael",libertarian,1102,312309
2004,VT,Other,,957,312309
2004,VT,"Parker, John",liberty union party,265,312309
2004,VT,"Calero, Roger",socialist workers,244,312309
2004,VA,"Bush, George W.",republican,1716959,3195415
2004,VA,"Kerry, John",democrat,1454742,3195415
2004,VA,"Badnarik, Michael",libertarian,11032,3195415
2004,VA,"Peroutka, Michael",constitution party,10161,3195415
2004,VA,Other,,2521,3195415
2004,WA,"Kerry, John",democrat,1510201,2859084
2004,WA,"Bush, George W.",republican,1304894,2859084
2004,WA,"Nader, Ralph",independent,23283,2859084
2004,WA,"Badnarik, Michael",libertarian,11955,2859084
2004,WA,"Peroutka, Michael",constitution party,3922,2859084
2004,WA,"Cobb, David",green,2974,2859084
2004,WA,"Parker, John",workers world,1077,2859084
2004,WA,"Calero, Roger",socialist workers,547,2859084
2004,WA,"Van Auken, Bill",socialist equality party,231,2859084
2004,WV,"Bush, George W.",republican,423778,755792
2004,WV,"Kerry, John",democrat,326541,755792
2004,WV,"Nader, Ralph",independent,4063,755792
2004,WV,"Badnarik, Michael",libertarian,1405,755792
2004,WV,"Cobb, David",,5,755792
2004,WI,"Kerry, John",democrat,1489504,2997007
2004,WI,"Bush, George W.",republican,1478120,2997007
2004,WI,"Nader, Ralph",independent,17272,2997007
2004,WI,"Badnarik, Michael",libertarian,6464,2997007
2004,WI,Blank Vote/Scattering,,2986,2997007
2004,WI,"Cobb, David",wisconsin green,2661,2997007
2004,WY,"Bush, George W.",republican,167629,243861
2004,WY,"Kerry, John",democrat,70776,243861
2004,WY,"Nader, Ralph",independent,3372,243861
2004,WY,"Badnarik, Michael",libertarian,1171,243861
2004,WY,Other,,480,243861
2004,WY,Other,,433,243861
2008,AL,"McCain, John",republican,1266546,2099819
2008,AL,"Obama, Barack H.",democrat,813479,2099819
2008,AL,,independent,16089,2099819
2008,AL,,,3705,2099819
2008,AK,"McCain, John",republican,193841,326197
2008,AK,"Obama, Barack H.",democrat,123594,326197
2008,AK,"Nader, Ralph",independent,3783,326197
2008,AK,,,1730,326197
2008,AK,"Baldwin, Charles """"Chuck""""",alaskan independence party,1660,326197
2008,AK,"Barr, Bob",libertarian,1589,326197
2008,AZ,"McCain, John",republican,1230111,2293475
2008,AZ,"Obama, Barack H.",democrat,1034707,2293475
2008,AZ,"Barr, Bob",libertarian,12555,2293475
2008,AZ,"Nader, Ralph",independent,11301,2293475
2008,AZ,"McKinney, Cynthia",green,3406,2293475
2008,AZ,,,1395,2293475
2008,AR,"McCain, John",republican,638017,1086617
2008,AR,"Obama, Barack H.",democrat,422310,1086617
2008,AR,"Nader, Ralph",independent,12882,1086617
2008,AR,"Barr, Bob",libertarian,4776,1086617
2008,AR,"Baldwin, Charles """"Chuck""""",constitution party,4023,1086617
2008,AR,"McKinney, Cynthia",green,3470,1086617
2008,AR,"La Riva, Gloria Estella",socialism and liberation party,1139,1086617
2008,CA,"Obama, Barack H.",democrat,8274473,13561900
2008,CA,"McCain, John",republican,5011781,13561900
2008,CA,"Nader, Ralph",peace & freedom,108381,13561900
2008,CA,"Barr, Bob",libertarian,67582,13561900
2008,CA,"Keyes, Alan",american independent party,40673,13561900
2008,CA,"McKinney, Cynthia",green,38774,13561900
2008,CA,,independent,20236,13561900
2008,CO,"Obama, Barack H.",democrat,1288576,2401361
2008,CO,"McCain, John",republican,1073589,2401361
2008,CO,"Nader, Ralph",independent,13350,2401361
2008,CO,"Barr, Bob",libertarian,10897,2401361
2008,CO,"Baldwin, Charles """"Chuck""""",constitution party,6233,2401361
